crop_path,video,frame,tag_idx,bead_idx,sam3_score
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag2_bead4.jpg,C0023.MP4,50,2,4,0.9219
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag3_bead0.jpg,C0023.MP4,50,3,0,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag3_bead1.jpg,C0023.MP4,50,3,1,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag3_bead2.jpg,C0023.MP4,50,3,2,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag3_bead3.jpg,C0023.MP4,50,3,3,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag3_bead4.jpg,C0023.MP4,50,3,4,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag4_bead0.jpg,C0023.MP4,50,4,0,0.8125
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag4_bead1.jpg,C0023.MP4,50,4,1,0.8008
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag4_bead2.jpg,C0023.MP4,50,4,2,0.7539
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag4_bead3.jpg,C0023.MP4,50,4,3,0.7461
data\bead_crops\from_video_unlabeled\C0023_frame000050_tag4_bead4.jpg,C0023.MP4,50,4,4,0.7344
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag0_bead0.jpg,C0023.MP4,75,0,0,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag0_bead1.jpg,C0023.MP4,75,0,1,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag0_bead2.jpg,C0023.MP4,75,0,2,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag0_bead3.jpg,C0023.MP4,75,0,3,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag0_bead4.jpg,C0023.MP4,75,0,4,0.9219
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag1_bead0.jpg,C0023.MP4,75,1,0,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag1_bead1.jpg,C0023.MP4,75,1,1,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag1_bead2.jpg,C0023.MP4,75,1,2,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag1_bead3.jpg,C0023.MP4,75,1,3,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag1_bead4.jpg,C0023.MP4,75,1,4,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag2_bead0.jpg,C0023.MP4,75,2,0,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag2_bead1.jpg,C0023.MP4,75,2,1,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag2_bead2.jpg,C0023.MP4,75,2,2,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag2_bead3.jpg,C0023.MP4,75,2,3,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag2_bead4.jpg,C0023.MP4,75,2,4,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag3_bead0.jpg,C0023.MP4,75,3,0,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag3_bead1.jpg,C0023.MP4,75,3,1,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag3_bead2.jpg,C0023.MP4,75,3,2,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag3_bead3.jpg,C0023.MP4,75,3,3,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag3_bead4.jpg,C0023.MP4,75,3,4,0.9336
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag4_bead0.jpg,C0023.MP4,75,4,0,0.8359
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag4_bead1.jpg,C0023.MP4,75,4,1,0.8203
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag4_bead2.jpg,C0023.MP4,75,4,2,0.7812
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag4_bead3.jpg,C0023.MP4,75,4,3,0.7812
data\bead_crops\from_video_unlabeled\C0023_frame000075_tag4_bead4.jpg,C0023.MP4,75,4,4,0.7617
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag0_bead0.jpg,C0023.MP4,100,0,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag0_bead1.jpg,C0023.MP4,100,0,1,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag0_bead2.jpg,C0023.MP4,100,0,2,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag0_bead3.jpg,C0023.MP4,100,0,3,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag0_bead4.jpg,C0023.MP4,100,0,4,0.9102
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag1_bead0.jpg,C0023.MP4,100,1,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag1_bead1.jpg,C0023.MP4,100,1,1,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag1_bead2.jpg,C0023.MP4,100,1,2,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag1_bead3.jpg,C0023.MP4,100,1,3,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag1_bead4.jpg,C0023.MP4,100,1,4,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag2_bead0.jpg,C0023.MP4,100,2,0,0.9688
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag2_bead1.jpg,C0023.MP4,100,2,1,0.9688
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag2_bead2.jpg,C0023.MP4,100,2,2,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag2_bead3.jpg,C0023.MP4,100,2,3,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag2_bead4.jpg,C0023.MP4,100,2,4,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag3_bead0.jpg,C0023.MP4,100,3,0,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag3_bead1.jpg,C0023.MP4,100,3,1,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag3_bead2.jpg,C0023.MP4,100,3,2,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag3_bead3.jpg,C0023.MP4,100,3,3,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag3_bead4.jpg,C0023.MP4,100,3,4,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag4_bead0.jpg,C0023.MP4,100,4,0,0.7773
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag4_bead1.jpg,C0023.MP4,100,4,1,0.7695
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag4_bead2.jpg,C0023.MP4,100,4,2,0.7227
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag4_bead3.jpg,C0023.MP4,100,4,3,0.7227
data\bead_crops\from_video_unlabeled\C0023_frame000100_tag4_bead4.jpg,C0023.MP4,100,4,4,0.7188
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag0_bead0.jpg,C0023.MP4,125,0,0,0.9688
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag0_bead1.jpg,C0023.MP4,125,0,1,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag0_bead2.jpg,C0023.MP4,125,0,2,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag0_bead3.jpg,C0023.MP4,125,0,3,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag0_bead4.jpg,C0023.MP4,125,0,4,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag1_bead0.jpg,C0023.MP4,125,1,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag1_bead1.jpg,C0023.MP4,125,1,1,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag1_bead2.jpg,C0023.MP4,125,1,2,0.9336
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag1_bead3.jpg,C0023.MP4,125,1,3,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag1_bead4.jpg,C0023.MP4,125,1,4,0.918
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag2_bead0.jpg,C0023.MP4,125,2,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag2_bead1.jpg,C0023.MP4,125,2,1,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag2_bead2.jpg,C0023.MP4,125,2,2,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag2_bead3.jpg,C0023.MP4,125,2,3,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag2_bead4.jpg,C0023.MP4,125,2,4,0.9219
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag3_bead0.jpg,C0023.MP4,125,3,0,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag3_bead1.jpg,C0023.MP4,125,3,1,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag3_bead2.jpg,C0023.MP4,125,3,2,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag3_bead3.jpg,C0023.MP4,125,3,3,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag3_bead4.jpg,C0023.MP4,125,3,4,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag4_bead0.jpg,C0023.MP4,125,4,0,0.8359
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag4_bead1.jpg,C0023.MP4,125,4,1,0.832
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag4_bead2.jpg,C0023.MP4,125,4,2,0.7969
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag4_bead3.jpg,C0023.MP4,125,4,3,0.7812
data\bead_crops\from_video_unlabeled\C0023_frame000125_tag4_bead4.jpg,C0023.MP4,125,4,4,0.7812
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag0_bead0.jpg,C0023.MP4,150,0,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag0_bead1.jpg,C0023.MP4,150,0,1,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag0_bead2.jpg,C0023.MP4,150,0,2,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag0_bead3.jpg,C0023.MP4,150,0,3,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag0_bead4.jpg,C0023.MP4,150,0,4,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag1_bead0.jpg,C0023.MP4,150,1,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag1_bead1.jpg,C0023.MP4,150,1,1,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag1_bead2.jpg,C0023.MP4,150,1,2,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag1_bead3.jpg,C0023.MP4,150,1,3,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag1_bead4.jpg,C0023.MP4,150,1,4,0.9141
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag2_bead0.jpg,C0023.MP4,150,2,0,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag2_bead1.jpg,C0023.MP4,150,2,1,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag2_bead2.jpg,C0023.MP4,150,2,2,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag2_bead3.jpg,C0023.MP4,150,2,3,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag2_bead4.jpg,C0023.MP4,150,2,4,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag3_bead0.jpg,C0023.MP4,150,3,0,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag3_bead1.jpg,C0023.MP4,150,3,1,0.9688
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag3_bead2.jpg,C0023.MP4,150,3,2,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag3_bead3.jpg,C0023.MP4,150,3,3,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag3_bead4.jpg,C0023.MP4,150,3,4,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag4_bead0.jpg,C0023.MP4,150,4,0,0.8164
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag4_bead1.jpg,C0023.MP4,150,4,1,0.8047
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag4_bead2.jpg,C0023.MP4,150,4,2,0.7578
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag4_bead3.jpg,C0023.MP4,150,4,3,0.7539
data\bead_crops\from_video_unlabeled\C0023_frame000150_tag4_bead4.jpg,C0023.MP4,150,4,4,0.75
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag0_bead0.jpg,C0023.MP4,175,0,0,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag0_bead1.jpg,C0023.MP4,175,0,1,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag0_bead2.jpg,C0023.MP4,175,0,2,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag0_bead3.jpg,C0023.MP4,175,0,3,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag0_bead4.jpg,C0023.MP4,175,0,4,0.9258
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag1_bead0.jpg,C0023.MP4,175,1,0,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag1_bead1.jpg,C0023.MP4,175,1,1,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag1_bead2.jpg,C0023.MP4,175,1,2,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag1_bead3.jpg,C0023.MP4,175,1,3,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag1_bead4.jpg,C0023.MP4,175,1,4,0.9336
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag2_bead0.jpg,C0023.MP4,175,2,0,0.9688
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag2_bead1.jpg,C0023.MP4,175,2,1,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag2_bead2.jpg,C0023.MP4,175,2,2,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag2_bead3.jpg,C0023.MP4,175,2,3,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag2_bead4.jpg,C0023.MP4,175,2,4,0.9336
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag3_bead0.jpg,C0023.MP4,175,3,0,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag3_bead1.jpg,C0023.MP4,175,3,1,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag3_bead2.jpg,C0023.MP4,175,3,2,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag3_bead3.jpg,C0023.MP4,175,3,3,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag3_bead4.jpg,C0023.MP4,175,3,4,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag4_bead0.jpg,C0023.MP4,175,4,0,0.7422
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag4_bead1.jpg,C0023.MP4,175,4,1,0.7344
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag4_bead2.jpg,C0023.MP4,175,4,2,0.6875
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag4_bead3.jpg,C0023.MP4,175,4,3,0.6758
data\bead_crops\from_video_unlabeled\C0023_frame000175_tag4_bead4.jpg,C0023.MP4,175,4,4,0.6602
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag0_bead0.jpg,C0023.MP4,200,0,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag0_bead1.jpg,C0023.MP4,200,0,1,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag0_bead2.jpg,C0023.MP4,200,0,2,0.9336
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag0_bead3.jpg,C0023.MP4,200,0,3,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag0_bead4.jpg,C0023.MP4,200,0,4,0.918
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag1_bead0.jpg,C0023.MP4,200,1,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag1_bead1.jpg,C0023.MP4,200,1,1,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag1_bead2.jpg,C0023.MP4,200,1,2,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag1_bead3.jpg,C0023.MP4,200,1,3,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag1_bead4.jpg,C0023.MP4,200,1,4,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag2_bead0.jpg,C0023.MP4,200,2,0,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag2_bead1.jpg,C0023.MP4,200,2,1,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag2_bead2.jpg,C0023.MP4,200,2,2,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag2_bead3.jpg,C0023.MP4,200,2,3,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag2_bead4.jpg,C0023.MP4,200,2,4,0.9258
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag3_bead0.jpg,C0023.MP4,200,3,0,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag3_bead1.jpg,C0023.MP4,200,3,1,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag3_bead2.jpg,C0023.MP4,200,3,2,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag3_bead3.jpg,C0023.MP4,200,3,3,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag3_bead4.jpg,C0023.MP4,200,3,4,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag4_bead0.jpg,C0023.MP4,200,4,0,0.9102
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag4_bead1.jpg,C0023.MP4,200,4,1,0.9023
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag4_bead2.jpg,C0023.MP4,200,4,2,0.8711
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag4_bead3.jpg,C0023.MP4,200,4,3,0.8633
data\bead_crops\from_video_unlabeled\C0023_frame000200_tag4_bead4.jpg,C0023.MP4,200,4,4,0.8359
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag0_bead0.jpg,C0023.MP4,225,0,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag0_bead1.jpg,C0023.MP4,225,0,1,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag0_bead2.jpg,C0023.MP4,225,0,2,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag0_bead3.jpg,C0023.MP4,225,0,3,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag0_bead4.jpg,C0023.MP4,225,0,4,0.9141
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag1_bead0.jpg,C0023.MP4,225,1,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag1_bead1.jpg,C0023.MP4,225,1,1,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag1_bead2.jpg,C0023.MP4,225,1,2,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag1_bead3.jpg,C0023.MP4,225,1,3,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag1_bead4.jpg,C0023.MP4,225,1,4,0.918
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag2_bead0.jpg,C0023.MP4,225,2,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag2_bead1.jpg,C0023.MP4,225,2,1,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag2_bead2.jpg,C0023.MP4,225,2,2,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag2_bead3.jpg,C0023.MP4,225,2,3,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag2_bead4.jpg,C0023.MP4,225,2,4,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag3_bead0.jpg,C0023.MP4,225,3,0,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag3_bead1.jpg,C0023.MP4,225,3,1,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag3_bead2.jpg,C0023.MP4,225,3,2,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag3_bead3.jpg,C0023.MP4,225,3,3,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag3_bead4.jpg,C0023.MP4,225,3,4,0.9023
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag4_bead0.jpg,C0023.MP4,225,4,0,0.918
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag4_bead1.jpg,C0023.MP4,225,4,1,0.9102
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag4_bead2.jpg,C0023.MP4,225,4,2,0.8867
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag4_bead3.jpg,C0023.MP4,225,4,3,0.8789
data\bead_crops\from_video_unlabeled\C0023_frame000225_tag4_bead4.jpg,C0023.MP4,225,4,4,0.8711
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag0_bead0.jpg,C0023.MP4,250,0,0,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag0_bead1.jpg,C0023.MP4,250,0,1,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag0_bead2.jpg,C0023.MP4,250,0,2,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag0_bead3.jpg,C0023.MP4,250,0,3,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag0_bead4.jpg,C0023.MP4,250,0,4,0.9297
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag1_bead0.jpg,C0023.MP4,250,1,0,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag1_bead1.jpg,C0023.MP4,250,1,1,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag1_bead2.jpg,C0023.MP4,250,1,2,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag1_bead3.jpg,C0023.MP4,250,1,3,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag1_bead4.jpg,C0023.MP4,250,1,4,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag2_bead0.jpg,C0023.MP4,250,2,0,0.9688
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag2_bead1.jpg,C0023.MP4,250,2,1,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag2_bead2.jpg,C0023.MP4,250,2,2,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag2_bead3.jpg,C0023.MP4,250,2,3,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag2_bead4.jpg,C0023.MP4,250,2,4,0.9336
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag3_bead0.jpg,C0023.MP4,250,3,0,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag3_bead1.jpg,C0023.MP4,250,3,1,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag3_bead2.jpg,C0023.MP4,250,3,2,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag3_bead3.jpg,C0023.MP4,250,3,3,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag3_bead4.jpg,C0023.MP4,250,3,4,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag4_bead0.jpg,C0023.MP4,250,4,0,0.832
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag4_bead1.jpg,C0023.MP4,250,4,1,0.8281
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag4_bead2.jpg,C0023.MP4,250,4,2,0.7891
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag4_bead3.jpg,C0023.MP4,250,4,3,0.7539
data\bead_crops\from_video_unlabeled\C0023_frame000250_tag4_bead4.jpg,C0023.MP4,250,4,4,0.7461
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag0_bead0.jpg,C0023.MP4,275,0,0,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag0_bead1.jpg,C0023.MP4,275,0,1,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag0_bead2.jpg,C0023.MP4,275,0,2,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag0_bead3.jpg,C0023.MP4,275,0,3,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag0_bead4.jpg,C0023.MP4,275,0,4,0.9258
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag1_bead0.jpg,C0023.MP4,275,1,0,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag1_bead1.jpg,C0023.MP4,275,1,1,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag1_bead2.jpg,C0023.MP4,275,1,2,0.9492
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag1_bead3.jpg,C0023.MP4,275,1,3,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag1_bead4.jpg,C0023.MP4,275,1,4,0.9375
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag2_bead0.jpg,C0023.MP4,275,2,0,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag2_bead1.jpg,C0023.MP4,275,2,1,0.9727
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag2_bead2.jpg,C0023.MP4,275,2,2,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag2_bead3.jpg,C0023.MP4,275,2,3,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag2_bead4.jpg,C0023.MP4,275,2,4,0.9336
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag3_bead0.jpg,C0023.MP4,275,3,0,0.7852
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag3_bead1.jpg,C0023.MP4,275,3,1,0.7812
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag3_bead2.jpg,C0023.MP4,275,3,2,0.7461
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag3_bead3.jpg,C0023.MP4,275,3,3,0.707
data\bead_crops\from_video_unlabeled\C0023_frame000275_tag3_bead4.jpg,C0023.MP4,275,3,4,0.6875
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag0_bead0.jpg,C0023.MP4,300,0,0,0.9648
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag0_bead1.jpg,C0023.MP4,300,0,1,0.957
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag0_bead2.jpg,C0023.MP4,300,0,2,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag0_bead3.jpg,C0023.MP4,300,0,3,0.9414
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag0_bead4.jpg,C0023.MP4,300,0,4,0.9258
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag1_bead0.jpg,C0023.MP4,300,1,0,0.9688
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag1_bead1.jpg,C0023.MP4,300,1,1,0.9609
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag1_bead2.jpg,C0023.MP4,300,1,2,0.9531
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag1_bead3.jpg,C0023.MP4,300,1,3,0.9453
data\bead_crops\from_video_unlabeled\C0023_frame000300_tag1_bead4.jpg,C0023.MP4,300,1,4,0.9297
