crop_path                                                                       , digit, rotation_deg, source_crop_path
data\bead_crops\from_video_dedup\augmented\C0025_frame003800_tag2_bead1_aug1.jpg,     5,        355.8, data\bead_crops\from_video_dedup\C0025_frame003800_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003825_tag3_bead1_aug1.jpg,     5,          4.8, data\bead_crops\from_video_dedup\C0025_frame003825_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003875_tag1_bead1_aug1.jpg,     5,        352.8, data\bead_crops\from_video_dedup\C0025_frame003875_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003900_tag1_bead0_aug1.jpg,     5,        356.5, data\bead_crops\from_video_dedup\C0025_frame003900_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004025_tag1_bead0_aug1.jpg,     5,        355.3, data\bead_crops\from_video_dedup\C0025_frame004025_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003975_tag1_bead1_aug1.jpg,     5,        354.1, data\bead_crops\from_video_dedup\C0025_frame003975_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004050_tag1_bead1_aug1.jpg,     5,        359.7, data\bead_crops\from_video_dedup\C0025_frame004050_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004075_tag3_bead1_aug1.jpg,     5,        354.8, data\bead_crops\from_video_dedup\C0025_frame004075_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004175_tag2_bead1_aug1.jpg,     5,        358.5, data\bead_crops\from_video_dedup\C0025_frame004175_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004425_tag0_bead1_aug1.jpg,     5,          8.6, data\bead_crops\from_video_dedup\C0025_frame004425_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004325_tag0_bead1_aug1.jpg,     5,          9.1, data\bead_crops\from_video_dedup\C0025_frame004325_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004525_tag0_bead1_aug1.jpg,     5,        348.7, data\bead_crops\from_video_dedup\C0025_frame004525_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004550_tag1_bead1_aug1.jpg,     5,          4.9, data\bead_crops\from_video_dedup\C0025_frame004550_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004600_tag1_bead0_aug1.jpg,     5,        352.4, data\bead_crops\from_video_dedup\C0025_frame004600_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004725_tag3_bead0_aug1.jpg,     5,          5.5, data\bead_crops\from_video_dedup\C0025_frame004725_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004775_tag0_bead1_aug1.jpg,     5,          3.6, data\bead_crops\from_video_dedup\C0025_frame004775_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004800_tag0_bead1_aug1.jpg,     5,        345.8, data\bead_crops\from_video_dedup\C0025_frame004800_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004900_tag0_bead1_aug1.jpg,     5,        358.7, data\bead_crops\from_video_dedup\C0025_frame004900_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000175_tag0_bead0_aug2.jpg,     5,         13.3, data\bead_crops\from_video_dedup\C0023_frame000175_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000375_tag2_bead0_aug2.jpg,     5,          8.2, data\bead_crops\from_video_dedup\C0023_frame000375_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000500_tag0_bead0_aug2.jpg,     5,        357.1, data\bead_crops\from_video_dedup\C0023_frame000500_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000725_tag0_bead0_aug2.jpg,     5,         14.8, data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000750_tag0_bead0_aug2.jpg,     5,        351.3, data\bead_crops\from_video_dedup\C0023_frame000750_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000875_tag0_bead0_aug2.jpg,     5,          2.6, data\bead_crops\from_video_dedup\C0023_frame000875_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000950_tag0_bead0_aug2.jpg,     5,         12.0, data\bead_crops\from_video_dedup\C0023_frame000950_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001150_tag2_bead0_aug2.jpg,     5,          1.9, data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001200_tag2_bead0_aug2.jpg,     5,          3.0, data\bead_crops\from_video_dedup\C0023_frame001200_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001250_tag3_bead0_aug2.jpg,     5,        355.2, data\bead_crops\from_video_dedup\C0023_frame001250_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001575_tag1_bead0_aug2.jpg,     5,          4.9, data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001600_tag2_bead0_aug2.jpg,     5,        353.4, data\bead_crops\from_video_dedup\C0023_frame001600_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001800_tag4_bead0_aug2.jpg,     5,          2.4, data\bead_crops\from_video_dedup\C0023_frame001800_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002050_tag3_bead0_aug2.jpg,     5,        353.0, data\bead_crops\from_video_dedup\C0023_frame002050_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002125_tag3_bead0_aug2.jpg,     5,         13.4, data\bead_crops\from_video_dedup\C0023_frame002125_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002225_tag2_bead1_aug2.jpg,     5,          8.7, data\bead_crops\from_video_dedup\C0023_frame002225_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002275_tag3_bead0_aug2.jpg,     5,         12.7, data\bead_crops\from_video_dedup\C0023_frame002275_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002375_tag4_bead0_aug2.jpg,     5,        357.3, data\bead_crops\from_video_dedup\C0023_frame002375_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003000_tag4_bead2_aug2.jpg,     5,          5.4, data\bead_crops\from_video_dedup\C0023_frame003000_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002825_tag3_bead2_aug2.jpg,     5,        352.5, data\bead_crops\from_video_dedup\C0023_frame002825_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002900_tag3_bead2_aug2.jpg,     5,        347.3, data\bead_crops\from_video_dedup\C0023_frame002900_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003150_tag3_bead0_aug2.jpg,     5,          9.2, data\bead_crops\from_video_dedup\C0023_frame003150_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003675_tag4_bead2_aug2.jpg,     5,         12.8, data\bead_crops\from_video_dedup\C0023_frame003675_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003850_tag0_bead2_aug2.jpg,     5,          8.2, data\bead_crops\from_video_dedup\C0023_frame003850_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003825_tag2_bead2_aug2.jpg,     5,        351.1, data\bead_crops\from_video_dedup\C0023_frame003825_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003950_tag4_bead2_aug2.jpg,     5,          5.9, data\bead_crops\from_video_dedup\C0023_frame003950_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004050_tag2_bead2_aug2.jpg,     5,          1.9, data\bead_crops\from_video_dedup\C0023_frame004050_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004425_tag5_bead0_aug2.jpg,     5,        349.1, data\bead_crops\from_video_dedup\C0023_frame004425_tag5_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004575_tag2_bead1_aug2.jpg,     5,          5.1, data\bead_crops\from_video_dedup\C0023_frame004575_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004750_tag3_bead2_aug2.jpg,     5,        345.8, data\bead_crops\from_video_dedup\C0023_frame004750_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004850_tag3_bead0_aug2.jpg,     5,        357.2, data\bead_crops\from_video_dedup\C0023_frame004850_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004975_tag3_bead1_aug2.jpg,     5,        349.9, data\bead_crops\from_video_dedup\C0023_frame004975_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame005225_tag3_bead1_aug2.jpg,     5,          6.7, data\bead_crops\from_video_dedup\C0023_frame005225_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000275_tag0_bead2_aug0.jpg,     7,          5.9, data\bead_crops\from_video_dedup\C0023_frame000275_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000275_tag0_bead3_aug0.jpg,     7,        347.4, data\bead_crops\from_video_dedup\C0023_frame000275_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000350_tag4_bead3_aug0.jpg,     7,          8.5, data\bead_crops\from_video_dedup\C0023_frame000350_tag4_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000500_tag0_bead2_aug0.jpg,     7,        358.5, data\bead_crops\from_video_dedup\C0023_frame000500_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000500_tag0_bead3_aug0.jpg,     7,         11.9, data\bead_crops\from_video_dedup\C0023_frame000500_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000600_tag3_bead1_aug0.jpg,     7,          3.3, data\bead_crops\from_video_dedup\C0023_frame000600_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000600_tag3_bead3_aug0.jpg,     7,        349.0, data\bead_crops\from_video_dedup\C0023_frame000600_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000725_tag0_bead2_aug0.jpg,     7,        345.1, data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000725_tag0_bead3_aug0.jpg,     7,        355.1, data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000950_tag0_bead1_aug0.jpg,     7,        349.1, data\bead_crops\from_video_dedup\C0023_frame000950_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001025_tag1_bead3_aug0.jpg,     7,        346.3, data\bead_crops\from_video_dedup\C0023_frame001025_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000975_tag4_bead1_aug0.jpg,     7,          3.0, data\bead_crops\from_video_dedup\C0023_frame000975_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001025_tag1_bead2_aug0.jpg,     7,        357.2, data\bead_crops\from_video_dedup\C0023_frame001025_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001100_tag1_bead3_aug0.jpg,     7,          1.9, data\bead_crops\from_video_dedup\C0023_frame001100_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001150_tag2_bead2_aug0.jpg,     7,        350.7, data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001150_tag2_bead3_aug0.jpg,     7,        357.1, data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001225_tag1_bead1_aug0.jpg,     7,          7.4, data\bead_crops\from_video_dedup\C0023_frame001225_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001400_tag3_bead0_aug0.jpg,     7,        357.1, data\bead_crops\from_video_dedup\C0023_frame001400_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001350_tag2_bead3_aug0.jpg,     7,         10.1, data\bead_crops\from_video_dedup\C0023_frame001350_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001450_tag4_bead1_aug0.jpg,     7,        349.6, data\bead_crops\from_video_dedup\C0023_frame001450_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001575_tag1_bead3_aug0.jpg,     7,        349.7, data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001575_tag1_bead1_aug0.jpg,     7,          4.2, data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001600_tag2_bead1_aug0.jpg,     7,        359.5, data\bead_crops\from_video_dedup\C0023_frame001600_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001625_tag3_bead1_aug0.jpg,     7,        354.9, data\bead_crops\from_video_dedup\C0023_frame001625_tag3_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001700_tag3_bead2_aug0.jpg,     7,         11.3, data\bead_crops\from_video_dedup\C0023_frame001700_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001800_tag4_bead2_aug0.jpg,     7,        345.2, data\bead_crops\from_video_dedup\C0023_frame001800_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001850_tag4_bead2_aug0.jpg,     7,          0.3, data\bead_crops\from_video_dedup\C0023_frame001850_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame001950_tag4_bead2_aug0.jpg,     7,          8.3, data\bead_crops\from_video_dedup\C0023_frame001950_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002150_tag2_bead3_aug0.jpg,     7,          6.3, data\bead_crops\from_video_dedup\C0023_frame002150_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002225_tag2_bead0_aug0.jpg,     7,        357.2, data\bead_crops\from_video_dedup\C0023_frame002225_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002225_tag2_bead3_aug0.jpg,     7,        356.5, data\bead_crops\from_video_dedup\C0023_frame002225_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002325_tag3_bead2_aug0.jpg,     7,        347.1, data\bead_crops\from_video_dedup\C0023_frame002325_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002375_tag4_bead2_aug0.jpg,     7,          3.1, data\bead_crops\from_video_dedup\C0023_frame002375_tag4_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002400_tag3_bead3_aug0.jpg,     7,         11.0, data\bead_crops\from_video_dedup\C0023_frame002400_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002475_tag4_bead0_aug0.jpg,     7,        349.3, data\bead_crops\from_video_dedup\C0023_frame002475_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002500_tag3_bead2_aug0.jpg,     7,        358.0, data\bead_crops\from_video_dedup\C0023_frame002500_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003150_tag3_bead3_aug0.jpg,     7,        357.3, data\bead_crops\from_video_dedup\C0023_frame003150_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002575_tag3_bead0_aug0.jpg,     7,         13.0, data\bead_crops\from_video_dedup\C0023_frame002575_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002700_tag4_bead0_aug0.jpg,     7,          7.6, data\bead_crops\from_video_dedup\C0023_frame002700_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002775_tag4_bead0_aug0.jpg,     7,        353.9, data\bead_crops\from_video_dedup\C0023_frame002775_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002875_tag4_bead1_aug0.jpg,     7,        353.1, data\bead_crops\from_video_dedup\C0023_frame002875_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002825_tag3_bead0_aug0.jpg,     7,        350.0, data\bead_crops\from_video_dedup\C0023_frame002825_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003000_tag4_bead3_aug0.jpg,     7,          5.4, data\bead_crops\from_video_dedup\C0023_frame003000_tag4_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame002975_tag4_bead0_aug0.jpg,     7,        349.9, data\bead_crops\from_video_dedup\C0023_frame002975_tag4_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003075_tag2_bead1_aug0.jpg,     7,          3.7, data\bead_crops\from_video_dedup\C0023_frame003075_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003225_tag2_bead1_aug0.jpg,     7,         12.4, data\bead_crops\from_video_dedup\C0023_frame003225_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003625_tag2_bead3_aug0.jpg,     7,          1.0, data\bead_crops\from_video_dedup\C0023_frame003625_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003600_tag0_bead1_aug0.jpg,     7,        352.0, data\bead_crops\from_video_dedup\C0023_frame003600_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003825_tag2_bead3_aug0.jpg,     7,         13.9, data\bead_crops\from_video_dedup\C0023_frame003825_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame003750_tag3_bead3_aug0.jpg,     7,          2.5, data\bead_crops\from_video_dedup\C0023_frame003750_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004125_tag4_bead3_aug0.jpg,     7,          2.9, data\bead_crops\from_video_dedup\C0023_frame004125_tag4_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004475_tag2_bead3_aug0.jpg,     7,        350.1, data\bead_crops\from_video_dedup\C0023_frame004475_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004550_tag1_bead3_aug0.jpg,     7,        354.6, data\bead_crops\from_video_dedup\C0023_frame004550_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame004850_tag3_bead3_aug0.jpg,     7,          9.4, data\bead_crops\from_video_dedup\C0023_frame004850_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006650_tag4_bead3_aug0.jpg,     7,          8.4, data\bead_crops\from_video_dedup\C0023_frame006650_tag4_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006250_tag1_bead3_aug0.jpg,     7,        350.0, data\bead_crops\from_video_dedup\C0023_frame006250_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame006675_tag4_bead3_aug0.jpg,     7,        352.9, data\bead_crops\from_video_dedup\C0023_frame006675_tag4_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame007275_tag4_bead1_aug0.jpg,     7,         12.5, data\bead_crops\from_video_dedup\C0023_frame007275_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame007400_tag4_bead1_aug0.jpg,     7,        346.2, data\bead_crops\from_video_dedup\C0023_frame007400_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame007425_tag4_bead1_aug0.jpg,     7,        356.8, data\bead_crops\from_video_dedup\C0023_frame007425_tag4_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001550_tag3_bead0_aug0.jpg,     7,        358.7, data\bead_crops\from_video_dedup\C0025_frame001550_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001725_tag2_bead0_aug0.jpg,     7,        353.0, data\bead_crops\from_video_dedup\C0025_frame001725_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001725_tag2_bead2_aug0.jpg,     7,        349.2, data\bead_crops\from_video_dedup\C0025_frame001725_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001950_tag1_bead0_aug0.jpg,     7,        345.2, data\bead_crops\from_video_dedup\C0025_frame001950_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001950_tag1_bead1_aug0.jpg,     7,         12.9, data\bead_crops\from_video_dedup\C0025_frame001950_tag1_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame001975_tag2_bead1_aug0.jpg,     7,        352.3, data\bead_crops\from_video_dedup\C0025_frame001975_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002000_tag1_bead0_aug0.jpg,     7,         13.4, data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002000_tag1_bead3_aug0.jpg,     7,        351.8, data\bead_crops\from_video_dedup\C0025_frame002000_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002025_tag2_bead0_aug0.jpg,     7,          7.3, data\bead_crops\from_video_dedup\C0025_frame002025_tag2_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002250_tag2_bead3_aug0.jpg,     7,          9.9, data\bead_crops\from_video_dedup\C0025_frame002250_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002250_tag2_bead1_aug0.jpg,     7,          4.0, data\bead_crops\from_video_dedup\C0025_frame002250_tag2_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002400_tag1_bead4_aug0.jpg,     7,          6.4, data\bead_crops\from_video_dedup\C0025_frame002400_tag1_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002375_tag2_bead2_aug0.jpg,     7,        355.3, data\bead_crops\from_video_dedup\C0025_frame002375_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002525_tag0_bead0_aug0.jpg,     7,          5.4, data\bead_crops\from_video_dedup\C0025_frame002525_tag0_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002475_tag0_bead4_aug0.jpg,     7,         15.0, data\bead_crops\from_video_dedup\C0025_frame002475_tag0_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002500_tag0_bead4_aug0.jpg,     7,        354.4, data\bead_crops\from_video_dedup\C0025_frame002500_tag0_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002525_tag0_bead4_aug0.jpg,     7,        351.8, data\bead_crops\from_video_dedup\C0025_frame002525_tag0_bead4.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002550_tag0_bead1_aug0.jpg,     7,        352.9, data\bead_crops\from_video_dedup\C0025_frame002550_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002675_tag0_bead3_aug0.jpg,     7,        345.8, data\bead_crops\from_video_dedup\C0025_frame002675_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002675_tag0_bead1_aug0.jpg,     7,        347.4, data\bead_crops\from_video_dedup\C0025_frame002675_tag0_bead1.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002700_tag1_bead3_aug0.jpg,     7,        357.5, data\bead_crops\from_video_dedup\C0025_frame002700_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002775_tag5_bead0_aug0.jpg,     7,          9.2, data\bead_crops\from_video_dedup\C0025_frame002775_tag5_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002775_tag5_bead3_aug0.jpg,     7,        353.1, data\bead_crops\from_video_dedup\C0025_frame002775_tag5_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002975_tag1_bead0_aug0.jpg,     7,          4.2, data\bead_crops\from_video_dedup\C0025_frame002975_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame002975_tag1_bead3_aug0.jpg,     7,        353.2, data\bead_crops\from_video_dedup\C0025_frame002975_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003050_tag1_bead0_aug0.jpg,     7,        351.0, data\bead_crops\from_video_dedup\C0025_frame003050_tag1_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003075_tag1_bead2_aug0.jpg,     7,        348.7, data\bead_crops\from_video_dedup\C0025_frame003075_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003075_tag1_bead3_aug0.jpg,     7,        352.6, data\bead_crops\from_video_dedup\C0025_frame003075_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003125_tag3_bead0_aug0.jpg,     7,        358.6, data\bead_crops\from_video_dedup\C0025_frame003125_tag3_bead0.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003125_tag3_bead2_aug0.jpg,     7,          1.6, data\bead_crops\from_video_dedup\C0025_frame003125_tag3_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003150_tag2_bead2_aug0.jpg,     7,        359.3, data\bead_crops\from_video_dedup\C0025_frame003150_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003200_tag0_bead2_aug0.jpg,     7,         12.9, data\bead_crops\from_video_dedup\C0025_frame003200_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003275_tag2_bead2_aug0.jpg,     7,         13.4, data\bead_crops\from_video_dedup\C0025_frame003275_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003425_tag1_bead2_aug0.jpg,     7,          8.0, data\bead_crops\from_video_dedup\C0025_frame003425_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003725_tag2_bead3_aug0.jpg,     7,        346.4, data\bead_crops\from_video_dedup\C0025_frame003725_tag2_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003725_tag2_bead2_aug0.jpg,     7,          9.9, data\bead_crops\from_video_dedup\C0025_frame003725_tag2_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003850_tag1_bead2_aug0.jpg,     7,         10.5, data\bead_crops\from_video_dedup\C0025_frame003850_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame003925_tag1_bead2_aug0.jpg,     7,          2.9, data\bead_crops\from_video_dedup\C0025_frame003925_tag1_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004075_tag3_bead3_aug0.jpg,     7,        345.0, data\bead_crops\from_video_dedup\C0025_frame004075_tag3_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004425_tag0_bead3_aug0.jpg,     7,          4.8, data\bead_crops\from_video_dedup\C0025_frame004425_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0025_frame004750_tag1_bead3_aug0.jpg,     7,          4.0, data\bead_crops\from_video_dedup\C0025_frame004750_tag1_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000275_tag0_bead2_aug1.jpg,     7,          1.7, data\bead_crops\from_video_dedup\C0023_frame000275_tag0_bead2.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000275_tag0_bead3_aug1.jpg,     7,         10.4, data\bead_crops\from_video_dedup\C0023_frame000275_tag0_bead3.jpg
data\bead_crops\from_video_dedup\augmented\C0023_frame000350_tag4_bead3_aug1.jpg,     7,         13.6, data\bead_crops\from_video_dedup\C0023_frame000350_tag4_bead3.jpg
