crop_path,digit,rotation_deg
data\bead_crops\from_video_dedup\C0023_frame000350_tag2_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame000350_tag2_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame000350_tag4_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame000375_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000375_tag2_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame000375_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame000375_tag3_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame000400_tag2_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000400_tag4_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame000425_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame000450_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000475_tag0_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000450_tag0_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame000450_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame000500_tag0_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame000600_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000625_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000800_tag4_bead2.jpg,9,0
data\bead_crops\from_video_dedup\C0023_frame000500_tag0_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame000500_tag0_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame000475_tag3_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame000800_tag4_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000600_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame000600_tag3_bead1.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame000800_tag3_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame000525_tag3_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame000575_tag1_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame000600_tag3_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame000600_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000550_tag3_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame000550_tag4_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame000600_tag3_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame000600_tag1_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame000600_tag1_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000575_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001075_tag3_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame000725_tag0_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame000800_tag4_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000700_tag3_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame000750_tag0_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame001050_tag3_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame000800_tag0_bead4.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame000850_tag4_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame000850_tag1_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame000950_tag0_bead1.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame000875_tag0_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame000950_tag0_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001150_tag4_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001025_tag1_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame000950_tag2_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000900_tag2_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000950_tag0_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame000975_tag4_bead1.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001000_tag0_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame000925_tag1_bead0.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame000925_tag2_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame001000_tag2_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame000975_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001000_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag0_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame001025_tag1_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame001025_tag1_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001000_tag2_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001000_tag2_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001000_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001025_tag0_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001075_tag1_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001325_tag2_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001325_tag2_bead1.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001100_tag4_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001125_tag3_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001075_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001175_tag1_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001125_tag0_bead0.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame001150_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001100_tag1_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag0_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001125_tag3_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001150_tag4_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001150_tag2_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001200_tag2_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame001200_tag3_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001200_tag0_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag3_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001225_tag4_bead2.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame001225_tag4_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001325_tag4_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag1_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag1_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001225_tag1_bead1.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001225_tag1_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001225_tag1_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001225_tag4_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag2_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag2_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag2_bead2.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag2_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag2_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001250_tag3_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame001275_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001400_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001300_tag1_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001325_tag1_bead1.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag2_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame001300_tag1_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001600_tag2_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001400_tag3_bead0.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001350_tag2_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001325_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001325_tag1_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001350_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001325_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001450_tag1_bead2.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame001375_tag1_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001375_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001350_tag1_bead0.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame001500_tag0_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001350_tag1_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001350_tag1_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001375_tag4_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag0_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001525_tag2_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001450_tag3_bead1.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001550_tag3_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001525_tag0_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001450_tag1_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001375_tag2_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame001400_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001450_tag4_bead1.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001425_tag4_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001450_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001500_tag0_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead1.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag0_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame001500_tag0_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame001525_tag2_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag1_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001850_tag2_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001525_tag1_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001550_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001550_tag3_bead0.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag3_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag3_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag3_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001575_tag3_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001600_tag2_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame001600_tag2_bead1.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001725_tag2_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame001725_tag2_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag3_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001775_tag2_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001725_tag4_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag4_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001625_tag3_bead1.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001775_tag2_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001675_tag2_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag4_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame001775_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001775_tag2_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame001675_tag3_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag4_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001700_tag1_bead3.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag0_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001700_tag3_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001725_tag0_bead1.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001725_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001800_tag4_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001800_tag4_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag4_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001750_tag4_bead3.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001825_tag0_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001825_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001850_tag2_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001850_tag4_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001925_tag0_bead2.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame001850_tag3_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001875_tag3_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001850_tag3_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001800_tag1_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001800_tag2_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame001850_tag1_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001800_tag4_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001850_tag2_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001825_tag3_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001850_tag1_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001925_tag0_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001850_tag4_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002325_tag2_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame001875_tag2_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001925_tag2_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001950_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001875_tag3_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001950_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001900_tag1_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002050_tag2_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002050_tag2_bead1.jpg,8,0
data\bead_crops\from_video_dedup\C0023_frame001900_tag2_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001925_tag2_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002050_tag3_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame001925_tag0_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001925_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002250_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001925_tag2_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002600_tag3_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame001950_tag4_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame001975_tag2_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame001950_tag2_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002250_tag0_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame001950_tag4_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame001975_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002025_tag4_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002200_tag3_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002025_tag1_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002025_tag4_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002025_tag4_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002050_tag3_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame002050_tag4_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002100_tag2_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002300_tag0_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002150_tag2_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002100_tag2_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002100_tag2_bead2.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002350_tag1_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002275_tag2_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002125_tag2_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002200_tag1_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002125_tag3_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame002125_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002225_tag2_bead0.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002225_tag2_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002350_tag1_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002225_tag1_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002150_tag3_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002275_tag4_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002175_tag2_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002175_tag2_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002200_tag0_bead2.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002200_tag0_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002350_tag1_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002225_tag2_bead1.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame002275_tag2_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002275_tag2_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002275_tag3_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame002350_tag4_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002275_tag3_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002300_tag1_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002300_tag2_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002400_tag2_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002325_tag1_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002975_tag2_bead4.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002325_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002325_tag3_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002325_tag3_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002350_tag0_bead1.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002350_tag0_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002450_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002375_tag3_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002375_tag3_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002375_tag4_bead0.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame002375_tag4_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002400_tag1_bead0.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002450_tag4_bead0.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002400_tag3_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002400_tag3_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002425_tag1_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002425_tag3_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002450_tag0_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002450_tag0_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002925_tag4_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002950_tag2_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag1_bead2.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002525_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002475_tag4_bead0.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002475_tag4_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002500_tag0_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002500_tag1_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag3_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame003000_tag4_bead2.jpg,5,0
data\bead_crops\from_video_dedup\C0023_frame002500_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002500_tag3_bead2.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame003150_tag3_bead3.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002550_tag0_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002525_tag1_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002625_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002575_tag3_bead0.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002575_tag3_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002550_tag2_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag4_bead4.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002575_tag1_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002600_tag1_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002625_tag1_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag4_bead0.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002600_tag2_bead2.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag4_bead4.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002625_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002875_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002625_tag1_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag0_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag0_bead0.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag0_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag0_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag4_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag3_bead1.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag1_bead3.jpg,6,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag1_bead4.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag4_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002650_tag4_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002675_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002675_tag1_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002675_tag1_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002675_tag1_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002775_tag4_bead0.jpg,7,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag0_bead1.jpg,2,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag0_bead2.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002700_tag0_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002800_tag0_bead1.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002900_tag4_bead3.jpg,4,0
data\bead_crops\from_video_dedup\C0023_frame002800_tag0_bead3.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002725_tag0_bead0.jpg,3,0
data\bead_crops\from_video_dedup\C0023_frame002725_tag0_bead1.jpg,1,0
data\bead_crops\from_video_dedup\C0023_frame002725_tag0_bead3.jpg,0,0
data\bead_crops\from_video_dedup\C0023_frame002725_tag3_bead1.jpg,3,0
