crop_path,pred_text,score
data\bead_crops\from_video_dedup\C0021_frame006375_tag1_bead4.jpg,0,0.0995
data\bead_crops\from_video_dedup\C0021_frame006375_tag2_bead0.jpg,0,0.827
data\bead_crops\from_video_dedup\C0021_frame006375_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006375_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006425_tag1_bead0.jpg,®,0.2895
data\bead_crops\from_video_dedup\C0021_frame006400_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006400_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006425_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006425_tag1_bead4.jpg,0,0.09
data\bead_crops\from_video_dedup\C0021_frame006450_tag2_bead0.jpg,0,0.8027
data\bead_crops\from_video_dedup\C0021_frame006425_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006450_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006475_tag0_bead1.jpg,®,0.0965
data\bead_crops\from_video_dedup\C0021_frame006450_tag1_bead2.jpg,?,0.2609
data\bead_crops\from_video_dedup\C0021_frame006450_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006450_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006475_tag1_bead3.jpg,o,0.1642
data\bead_crops\from_video_dedup\C0021_frame006475_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006525_tag2_bead0.jpg,0,0.5481
data\bead_crops\from_video_dedup\C0021_frame006475_tag2_bead1.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006550_tag1_bead0.jpg,0,0.7068
data\bead_crops\from_video_dedup\C0021_frame006500_tag1_bead2.jpg,0,0.1325
data\bead_crops\from_video_dedup\C0021_frame006550_tag1_bead2.jpg,0,0.1715
data\bead_crops\from_video_dedup\C0021_frame006525_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006550_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006575_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006550_tag2_bead0.jpg,0,0.7391
data\bead_crops\from_video_dedup\C0021_frame006700_tag0_bead1.jpg,O,0.1919
data\bead_crops\from_video_dedup\C0021_frame006575_tag1_bead2.jpg,0,0.1688
data\bead_crops\from_video_dedup\C0021_frame006575_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007125_tag0_bead1.jpg,O,0.181
data\bead_crops\from_video_dedup\C0021_frame006750_tag0_bead0.jpg,0,0.2734
data\bead_crops\from_video_dedup\C0021_frame006600_tag2_bead2.jpg,C,0.1228
data\bead_crops\from_video_dedup\C0021_frame006600_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007125_tag0_bead0.jpg,®,0.3525
data\bead_crops\from_video_dedup\C0021_frame006700_tag0_bead2.jpg,0,0.1253
data\bead_crops\from_video_dedup\C0021_frame006625_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006675_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006675_tag1_bead2.jpg,Q,0.4233
data\bead_crops\from_video_dedup\C0021_frame006700_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006700_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006750_tag0_bead1.jpg,O,0.2158
data\bead_crops\from_video_dedup\C0021_frame006725_tag0_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006725_tag2_bead0.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006750_tag0_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006750_tag0_bead3.jpg,S,0.2321
data\bead_crops\from_video_dedup\C0021_frame006750_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006925_tag0_bead0.jpg,®,0.3677
data\bead_crops\from_video_dedup\C0021_frame006775_tag0_bead1.jpg,O,0.2262
data\bead_crops\from_video_dedup\C0021_frame006750_tag2_bead0.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006850_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006800_tag1_bead0.jpg,0,0.3633
data\bead_crops\from_video_dedup\C0021_frame006850_tag1_bead3.jpg,S,0.1999
data\bead_crops\from_video_dedup\C0021_frame006800_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006825_tag0_bead4.jpg,a,0.3129
data\bead_crops\from_video_dedup\C0021_frame006850_tag1_bead0.jpg,0,0.5128
data\bead_crops\from_video_dedup\C0021_frame006825_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006850_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006875_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006875_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006875_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006900_tag1_bead2.jpg,3,0.3177
data\bead_crops\from_video_dedup\C0021_frame006900_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006925_tag1_bead0.jpg,0,0.3732
data\bead_crops\from_video_dedup\C0021_frame006925_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006925_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006925_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006950_tag1_bead1.jpg,®,0.1615
data\bead_crops\from_video_dedup\C0021_frame006950_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006950_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007050_tag1_bead1.jpg,0,0.2087
data\bead_crops\from_video_dedup\C0021_frame006975_tag1_bead1.jpg,®,0.1757
data\bead_crops\from_video_dedup\C0021_frame006975_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006975_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame006975_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007075_tag1_bead0.jpg,C,0.1972
data\bead_crops\from_video_dedup\C0021_frame007000_tag1_bead2.jpg,1,0.0701
data\bead_crops\from_video_dedup\C0021_frame007000_tag1_bead3.jpg,R,0.0604
data\bead_crops\from_video_dedup\C0021_frame007025_tag1_bead2.jpg,-,0.1108
data\bead_crops\from_video_dedup\C0021_frame007025_tag1_bead3.jpg,2,0.0544
data\bead_crops\from_video_dedup\C0021_frame007075_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007125_tag1_bead0.jpg,?,0.1722
data\bead_crops\from_video_dedup\C0021_frame007150_tag0_bead2.jpg,Q,0.2597
data\bead_crops\from_video_dedup\C0021_frame007125_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007150_tag0_bead0.jpg,®,0.3001
data\bead_crops\from_video_dedup\C0021_frame007300_tag1_bead1.jpg,C,0.2281
data\bead_crops\from_video_dedup\C0021_frame007150_tag1_bead1.jpg,0,0.2464
data\bead_crops\from_video_dedup\C0021_frame007150_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007175_tag1_bead0.jpg,O,0.1899
data\bead_crops\from_video_dedup\C0021_frame007200_tag1_bead1.jpg,C,0.2969
data\bead_crops\from_video_dedup\C0021_frame007225_tag0_bead2.jpg,0,0.2053
data\bead_crops\from_video_dedup\C0021_frame007300_tag1_bead0.jpg,0,0.2742
data\bead_crops\from_video_dedup\C0021_frame007250_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007275_tag1_bead1.jpg,3,0.2097
data\bead_crops\from_video_dedup\C0021_frame007400_tag0_bead1.jpg,。,0.0605
data\bead_crops\from_video_dedup\C0021_frame007300_tag1_bead2.jpg,S,0.392
data\bead_crops\from_video_dedup\C0021_frame007525_tag1_bead4.jpg,A,0.2919
data\bead_crops\from_video_dedup\C0021_frame007325_tag1_bead0.jpg,0,0.2678
data\bead_crops\from_video_dedup\C0021_frame007325_tag1_bead1.jpg,C,0.1266
data\bead_crops\from_video_dedup\C0021_frame007325_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007350_tag0_bead0.jpg,®,0.5
data\bead_crops\from_video_dedup\C0021_frame007350_tag1_bead0.jpg,0,0.1419
data\bead_crops\from_video_dedup\C0021_frame007350_tag1_bead1.jpg,O,0.3357
data\bead_crops\from_video_dedup\C0021_frame007350_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007375_tag0_bead2.jpg,Q,0.409
data\bead_crops\from_video_dedup\C0021_frame007375_tag1_bead0.jpg,®,0.1019
data\bead_crops\from_video_dedup\C0021_frame007375_tag1_bead1.jpg,O,0.253
data\bead_crops\from_video_dedup\C0021_frame007375_tag1_bead2.jpg,3,0.2015
data\bead_crops\from_video_dedup\C0021_frame007375_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007400_tag1_bead1.jpg,0,0.3516
data\bead_crops\from_video_dedup\C0021_frame007400_tag1_bead2.jpg,a,0.1718
data\bead_crops\from_video_dedup\C0021_frame007400_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007450_tag0_bead1.jpg,福,0.0617
data\bead_crops\from_video_dedup\C0021_frame007525_tag1_bead2.jpg,O,0.2039
data\bead_crops\from_video_dedup\C0021_frame007450_tag2_bead1.jpg,0,0.2688
data\bead_crops\from_video_dedup\C0021_frame007450_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007450_tag2_bead3.jpg,a,0.1229
data\bead_crops\from_video_dedup\C0021_frame007700_tag0_bead0.jpg,O,0.1528
data\bead_crops\from_video_dedup\C0021_frame007500_tag0_bead1.jpg,O,0.3053
data\bead_crops\from_video_dedup\C0021_frame007575_tag1_bead2.jpg,2,0.1432
data\bead_crops\from_video_dedup\C0021_frame007500_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007525_tag1_bead1.jpg,O,0.0693
data\bead_crops\from_video_dedup\C0021_frame007700_tag1_bead2.jpg,®,0.2579
data\bead_crops\from_video_dedup\C0021_frame007600_tag0_bead2.jpg,C,0.1028
data\bead_crops\from_video_dedup\C0021_frame007575_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007525_tag0_bead4.jpg,0,0.133
data\bead_crops\from_video_dedup\C0021_frame007600_tag0_bead1.jpg,O,0.3162
data\bead_crops\from_video_dedup\C0021_frame007575_tag0_bead4.jpg,A,0.2134
data\bead_crops\from_video_dedup\C0021_frame007575_tag1_bead4.jpg,0,0.3031
data\bead_crops\from_video_dedup\C0021_frame007700_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007600_tag0_bead4.jpg,0,0.3355
data\bead_crops\from_video_dedup\C0021_frame007600_tag1_bead0.jpg,®,0.5027
data\bead_crops\from_video_dedup\C0021_frame007600_tag1_bead1.jpg,O,0.0602
data\bead_crops\from_video_dedup\C0021_frame007625_tag0_bead2.jpg,C,0.096
data\bead_crops\from_video_dedup\C0021_frame007650_tag0_bead4.jpg,0,0.1975
data\bead_crops\from_video_dedup\C0021_frame007825_tag0_bead0.jpg,O,0.1821
data\bead_crops\from_video_dedup\C0021_frame007700_tag0_bead2.jpg,C,0.2945
data\bead_crops\from_video_dedup\C0021_frame007700_tag1_bead1.jpg,®,0.342
data\bead_crops\from_video_dedup\C0021_frame007700_tag1_bead3.jpg,Q,0.2841
data\bead_crops\from_video_dedup\C0021_frame007700_tag1_bead0.jpg,O,0.1705
data\bead_crops\from_video_dedup\C0021_frame007700_tag1_bead4.jpg,a,0.3582
data\bead_crops\from_video_dedup\C0021_frame007900_tag1_bead0.jpg,O,0.165
data\bead_crops\from_video_dedup\C0021_frame007700_tag0_bead4.jpg,0,0.2304
data\bead_crops\from_video_dedup\C0021_frame007725_tag0_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007750_tag0_bead2.jpg,3,0.124
data\bead_crops\from_video_dedup\C0021_frame007725_tag0_bead4.jpg,0,0.3792
data\bead_crops\from_video_dedup\C0021_frame007750_tag1_bead1.jpg,O,0.1647
data\bead_crops\from_video_dedup\C0021_frame007775_tag0_bead3.jpg,®,0.3497
data\bead_crops\from_video_dedup\C0021_frame007750_tag0_bead1.jpg,0,0.2371
data\bead_crops\from_video_dedup\C0021_frame007750_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007750_tag0_bead4.jpg,S,0.0853
data\bead_crops\from_video_dedup\C0021_frame007775_tag0_bead2.jpg,O,0.1717
data\bead_crops\from_video_dedup\C0021_frame007775_tag0_bead0.jpg,®,0.3447
data\bead_crops\from_video_dedup\C0021_frame007775_tag0_bead1.jpg,O,0.4866
data\bead_crops\from_video_dedup\C0021_frame007775_tag1_bead2.jpg,3,0.1791
data\bead_crops\from_video_dedup\C0021_frame007775_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007825_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007800_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007875_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007875_tag0_bead4.jpg,R,0.1385
data\bead_crops\from_video_dedup\C0021_frame007875_tag1_bead2.jpg,3,0.3258
data\bead_crops\from_video_dedup\C0021_frame007825_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007825_tag1_bead0.jpg,O,0.1281
data\bead_crops\from_video_dedup\C0021_frame007875_tag0_bead3.jpg,®,0.2975
data\bead_crops\from_video_dedup\C0021_frame007900_tag1_bead1.jpg,®,0.2039
data\bead_crops\from_video_dedup\C0021_frame007900_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007850_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007850_tag2_bead4.jpg,S,0.1645
data\bead_crops\from_video_dedup\C0021_frame007875_tag0_bead0.jpg,®,0.2935
data\bead_crops\from_video_dedup\C0021_frame007875_tag0_bead2.jpg,Q,0.2832
data\bead_crops\from_video_dedup\C0021_frame007875_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007900_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007900_tag1_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007925_tag0_bead1.jpg,0,0.2148
data\bead_crops\from_video_dedup\C0021_frame007925_tag0_bead2.jpg,3,0.3575
data\bead_crops\from_video_dedup\C0021_frame007925_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame007950_tag0_bead0.jpg,®,0.2093
data\bead_crops\from_video_dedup\C0021_frame007950_tag0_bead1.jpg,O,0.1255
data\bead_crops\from_video_dedup\C0021_frame008175_tag0_bead3.jpg,®,0.2127
data\bead_crops\from_video_dedup\C0021_frame008050_tag0_bead4.jpg,Q,0.0871
data\bead_crops\from_video_dedup\C0021_frame007975_tag1_bead1.jpg,®,0.2756
data\bead_crops\from_video_dedup\C0021_frame007975_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008150_tag1_bead0.jpg,0,0.807
data\bead_crops\from_video_dedup\C0021_frame008100_tag0_bead1.jpg,O,0.1313
data\bead_crops\from_video_dedup\C0021_frame008050_tag1_bead0.jpg,®,0.3295
data\bead_crops\from_video_dedup\C0021_frame008000_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008000_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008025_tag0_bead0.jpg,®,0.2839
data\bead_crops\from_video_dedup\C0021_frame008175_tag0_bead1.jpg,Q,0.2693
data\bead_crops\from_video_dedup\C0021_frame008025_tag1_bead3.jpg,人,0.4603
data\bead_crops\from_video_dedup\C0021_frame008225_tag0_bead3.jpg,®,0.2501
data\bead_crops\from_video_dedup\C0021_frame008050_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008050_tag1_bead3.jpg,人,0.1824
data\bead_crops\from_video_dedup\C0021_frame008175_tag0_bead4.jpg,Q,0.1287
data\bead_crops\from_video_dedup\C0021_frame008075_tag1_bead0.jpg,0,0.5845
data\bead_crops\from_video_dedup\C0021_frame008075_tag1_bead1.jpg,®,0.2902
data\bead_crops\from_video_dedup\C0021_frame008075_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008100_tag1_bead1.jpg,?,0.2064
data\bead_crops\from_video_dedup\C0021_frame008100_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008100_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008225_tag0_bead1.jpg,O,0.1334
data\bead_crops\from_video_dedup\C0021_frame008125_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008125_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008150_tag1_bead1.jpg,®,0.1605
data\bead_crops\from_video_dedup\C0021_frame008150_tag1_bead2.jpg,C,0.1206
data\bead_crops\from_video_dedup\C0021_frame008150_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008175_tag0_bead0.jpg,®,0.2516
data\bead_crops\from_video_dedup\C0021_frame008350_tag0_bead0.jpg,O,0.1092
data\bead_crops\from_video_dedup\C0021_frame008175_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008175_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008425_tag1_bead1.jpg,3,0.4077
data\bead_crops\from_video_dedup\C0021_frame008350_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008200_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008450_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008225_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008350_tag0_bead1.jpg,®,0.2926
data\bead_crops\from_video_dedup\C0021_frame008350_tag0_bead2.jpg,O,0.2401
data\bead_crops\from_video_dedup\C0021_frame008575_tag1_bead0.jpg,?,0.1726
data\bead_crops\from_video_dedup\C0021_frame008375_tag0_bead0.jpg,®,0.2012
data\bead_crops\from_video_dedup\C0021_frame008450_tag0_bead1.jpg,O,0.2712
data\bead_crops\from_video_dedup\C0021_frame008425_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008475_tag1_bead1.jpg,3,0.1449
data\bead_crops\from_video_dedup\C0021_frame008575_tag1_bead3.jpg,O,0.2564
data\bead_crops\from_video_dedup\C0021_frame008500_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008500_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008525_tag1_bead1.jpg,?,0.2212
data\bead_crops\from_video_dedup\C0021_frame008525_tag1_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008550_tag1_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008575_tag0_bead0.jpg,0,0.3499
data\bead_crops\from_video_dedup\C0021_frame008575_tag0_bead1.jpg,®,0.2247
data\bead_crops\from_video_dedup\C0021_frame008575_tag0_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008575_tag0_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008575_tag0_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0021_frame008575_tag1_bead4.jpg,Q,0.0848
data\bead_crops\from_video_dedup\C0021_frame008600_tag0_bead1.jpg,O,0.2716
data\bead_crops\from_video_dedup\C0021_frame008600_tag0_bead2.jpg,2,0.052
data\bead_crops\from_video_dedup\C0021_frame008600_tag0_bead3.jpg,O,0.315
data\bead_crops\from_video_dedup\C0021_frame008600_tag0_bead4.jpg,2,0.1453
data\bead_crops\from_video_dedup\C0023_frame000175_tag0_bead0.jpg,?,0.1046
data\bead_crops\from_video_dedup\C0023_frame000075_tag0_bead1.jpg,0,0.5488
data\bead_crops\from_video_dedup\C0023_frame000275_tag0_bead2.jpg,0,0.3946
data\bead_crops\from_video_dedup\C0023_frame000275_tag0_bead3.jpg,Q,0.6307
data\bead_crops\from_video_dedup\C0023_frame000350_tag4_bead4.jpg,o,0.3071
data\bead_crops\from_video_dedup\C0023_frame000950_tag1_bead0.jpg,一,0.1611
data\bead_crops\from_video_dedup\C0023_frame000375_tag1_bead0.jpg,Q,0.2209
data\bead_crops\from_video_dedup\C0023_frame001325_tag2_bead3.jpg,0,0.2133
data\bead_crops\from_video_dedup\C0023_frame000250_tag1_bead3.jpg,O,0.0474
data\bead_crops\from_video_dedup\C0023_frame001175_tag0_bead2.jpg,O,0.4245
data\bead_crops\from_video_dedup\C0023_frame000000_tag2_bead0.jpg,0,0.0999
data\bead_crops\from_video_dedup\C0023_frame000000_tag2_bead1.jpg,0,0.1263
data\bead_crops\from_video_dedup\C0023_frame000000_tag2_bead2.jpg,0,0.2012
data\bead_crops\from_video_dedup\C0023_frame000000_tag2_bead3.jpg,P,0.0939
data\bead_crops\from_video_dedup\C0023_frame000100_tag2_bead4.jpg,@,0.1577
data\bead_crops\from_video_dedup\C0023_frame000125_tag3_bead0.jpg,C,0.111
data\bead_crops\from_video_dedup\C0023_frame000125_tag3_bead1.jpg,6,0.2308
data\bead_crops\from_video_dedup\C0023_frame000175_tag3_bead2.jpg,6,0.2359
data\bead_crops\from_video_dedup\C0023_frame000025_tag3_bead2.jpg,o,0.2244
data\bead_crops\from_video_dedup\C0023_frame000175_tag3_bead3.jpg,O,0.4089
data\bead_crops\from_video_dedup\C0023_frame000200_tag4_bead0.jpg,G,0.17
data\bead_crops\from_video_dedup\C0023_frame000225_tag4_bead1.jpg,2,0.3646
data\bead_crops\from_video_dedup\C0023_frame000050_tag4_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000125_tag4_bead3.jpg,2,0.0993
data\bead_crops\from_video_dedup\C0023_frame000225_tag4_bead2.jpg,0,0.2326
data\bead_crops\from_video_dedup\C0023_frame001050_tag1_bead2.jpg,0,0.1369
data\bead_crops\from_video_dedup\C0023_frame000125_tag0_bead1.jpg,?,0.1593
data\bead_crops\from_video_dedup\C0023_frame000100_tag2_bead0.jpg,®,0.1644
data\bead_crops\from_video_dedup\C0023_frame000050_tag2_bead1.jpg,0,0.1334
data\bead_crops\from_video_dedup\C0023_frame000150_tag3_bead0.jpg,6,0.2732
data\bead_crops\from_video_dedup\C0023_frame000050_tag3_bead3.jpg,O,0.4353
data\bead_crops\from_video_dedup\C0023_frame000100_tag2_bead1.jpg,?,0.0954
data\bead_crops\from_video_dedup\C0023_frame000100_tag2_bead3.jpg,P,0.1311
data\bead_crops\from_video_dedup\C0023_frame000075_tag3_bead3.jpg,o,0.1568
data\bead_crops\from_video_dedup\C0023_frame000125_tag4_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000100_tag3_bead4.jpg,6,0.2079
data\bead_crops\from_video_dedup\C0023_frame000225_tag4_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000100_tag4_bead4.jpg,2,0.1348
data\bead_crops\from_video_dedup\C0023_frame000125_tag3_bead3.jpg,C,0.1023
data\bead_crops\from_video_dedup\C0023_frame000575_tag4_bead0.jpg,Q,0.1653
data\bead_crops\from_video_dedup\C0023_frame000150_tag2_bead1.jpg,?,0.1448
data\bead_crops\from_video_dedup\C0023_frame000150_tag3_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000225_tag4_bead4.jpg,2,0.0464
data\bead_crops\from_video_dedup\C0023_frame000175_tag0_bead1.jpg,0,0.4535
data\bead_crops\from_video_dedup\C0023_frame000375_tag0_bead4.jpg,O,0.0811
data\bead_crops\from_video_dedup\C0023_frame000175_tag3_bead1.jpg,6,0.1699
data\bead_crops\from_video_dedup\C0023_frame000175_tag3_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000350_tag3_bead1.jpg,2,0.2134
data\bead_crops\from_video_dedup\C0023_frame000200_tag2_bead1.jpg,?,0.152
data\bead_crops\from_video_dedup\C0023_frame000200_tag3_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000275_tag0_bead1.jpg,0,0.6092
data\bead_crops\from_video_dedup\C0023_frame000250_tag2_bead0.jpg,0,0.1329
data\bead_crops\from_video_dedup\C0023_frame000225_tag3_bead0.jpg,C,0.1093
data\bead_crops\from_video_dedup\C0023_frame000225_tag3_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000250_tag1_bead4.jpg,O,0.4906
data\bead_crops\from_video_dedup\C0023_frame000250_tag2_bead1.jpg,?,0.2186
data\bead_crops\from_video_dedup\C0023_frame000250_tag3_bead1.jpg,6,0.3847
data\bead_crops\from_video_dedup\C0023_frame000250_tag3_bead2.jpg,G,0.1779
data\bead_crops\from_video_dedup\C0023_frame000250_tag3_bead4.jpg,P,0.0843
data\bead_crops\from_video_dedup\C0023_frame000400_tag4_bead2.jpg,o,0.1705
data\bead_crops\from_video_dedup\C0023_frame000350_tag3_bead4.jpg,2,0.1024
data\bead_crops\from_video_dedup\C0023_frame000275_tag1_bead1.jpg,Q,0.2668
data\bead_crops\from_video_dedup\C0023_frame000275_tag2_bead2.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000275_tag2_bead4.jpg,K,0.0647
data\bead_crops\from_video_dedup\C0023_frame000400_tag4_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000300_tag0_bead1.jpg,0,0.7733
data\bead_crops\from_video_dedup\C0023_frame000300_tag1_bead1.jpg,0,0.1351
data\bead_crops\from_video_dedup\C0023_frame000300_tag3_bead0.jpg,®,0.1358
data\bead_crops\from_video_dedup\C0023_frame000300_tag3_bead2.jpg,G,0.782
data\bead_crops\from_video_dedup\C0023_frame000300_tag3_bead4.jpg,M,0.1279
data\bead_crops\from_video_dedup\C0023_frame000350_tag1_bead2.jpg,®,0.1577
data\bead_crops\from_video_dedup\C0023_frame000325_tag2_bead2.jpg,G,0.3546
data\bead_crops\from_video_dedup\C0023_frame000325_tag2_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000375_tag2_bead4.jpg,0,0.3877
data\bead_crops\from_video_dedup\C0023_frame000350_tag1_bead0.jpg,?,0.1478
data\bead_crops\from_video_dedup\C0023_frame000350_tag2_bead2.jpg,O,0.5234
data\bead_crops\from_video_dedup\C0023_frame000350_tag2_bead3.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000350_tag2_bead4.jpg,,0.0
data\bead_crops\from_video_dedup\C0023_frame000350_tag4_bead3.jpg,Q,0.6981
data\bead_crops\from_video_dedup\C0023_frame000375_tag0_bead1.jpg,?,0.1256
data\bead_crops\from_video_dedup\C0023_frame000375_tag2_bead0.jpg,?,0.1981
data\bead_crops\from_video_dedup\C0023_frame000375_tag2_bead1.jpg,0,0.7052
data\bead_crops\from_video_dedup\C0023_frame000375_tag3_bead3.jpg,0,0.1643
data\bead_crops\from_video_dedup\C0023_frame000375_tag3_bead4.jpg,k,0.1802
